bids_notional_0,asks_distance_14,bids_limit_notional_10,asks_distance_12,bids_distance_7,asks_distance_7,asks_limit_notional_7,bids_limit_notional_8,asks_distance_8,asks_distance_11,bids_distance_9,asks_distance_13,bids_distance_5,asks_distance_6,asks_notional_0,asks_limit_notional_11,asks_limit_notional_13,bids_distance_8,bids_limit_notional_7,asks_cancel_notional_13,bids_distance_2,bids_distance_11,bids_market_notional_7,bids_distance_3,bids_distance_10,bids_distance_6,asks_market_notional_0,bids_distance_4,asks_limit_notional_3,asks_limit_notional_14,anomaly_score,is_anomaly
18997.9296875,0.0007872093701735,27044.119140625,0.0006376566016115,-0.0002707513631321,0.0005734347505494,19576.220703125,14594.1201171875,0.0005736136226914,0.0005999106215313,-0.0003986583615187,0.0007047406979836,-0.0002008050214499,0.0005000894889235,1098659.25,53012.140625,26541.439453125,-0.0003866726765409,27942.4296875,26454.849609375,-0.0001296064583584,-0.0005879249074496,0.0,-0.0001426654926035,-0.0004242397553753,-0.0002403399121249,1986.449951171875,-0.000200626134756,27026.91015625,885565.5,0.014426616266630499,1
8416.75,0.0004593519843183,5076.75,0.0003864615864586,-0.0003820061974693,0.00027489833883,64.19000244140625,149.25,0.0003433333185967,0.0003787983150687,-0.0004249562625773,0.0004153326153755,-0.0002301660861121,0.0002649182279128,21074.419921875,19998.8203125,1122.699951171875,-0.0003859269490931,16396.720703125,0.0,-0.0002069979964289,-0.0004855497390963,0.0,-0.0002077108511002,-0.0004853715363424,-0.000344046158716,0.0,-0.0002082455030176,56116.33984375,5613.740234375,-0.04277164460748373,0
2.700000047683716,0.0005309268017299,919.52001953125,0.0003273617767263,-0.000499375979416,0.0001220142294187,86292.890625,919.530029296875,0.0001323528995271,0.0003063279145862,-0.0005528518813662,0.0004968804423697,-0.0004578430089168,0.0001218359757331,68516.4375,30269.619140625,67235.6015625,-0.000551069388166,560.719970703125,0.0,-0.0003838679986074,-0.0005785203538835,0.0,-0.0004095364420209,-0.0005653296248055,-0.0004580212698783,238.6300048828125,-0.0004271834914106,5131.169921875,560.7899780273438,-0.021882888881557094,0
1703.68994140625,0.0001804554485715,2947.929931640625,0.0001679918350419,-0.0002000411477638,0.0001589111925568,826.760009765625,2246.070068359375,0.0001672796206548,0.0001678137778071,-0.0002174902183469,0.0001802774058887,-0.0001174251301563,0.0001457353646401,19998.640625,88532.828125,16625.439453125,-0.0002068071189569,2999.070068359375,0.0,-0.000103180995211,-0.0002228317753178,0.0,-0.0001163568231277,-0.0002222976181656,-0.0001998630905291,0.0,-0.0001165348730864,1032.3299560546875,20001.240234375,-0.061933179362377855,0
1438.4000244140625,0.0001350702659692,2810.6298828125,0.000112840134534,-0.0002645385393407,2.889916686399374e-05,916.5800170898438,905.2999877929688,3.138893953291699e-05,8.90094306669198e-05,-0.0003091766266152,0.0001245776365976,-0.0001884225639514,2.676507392607164e-05,336194.0,8997.599609375,19682.94921875,-0.0002648942172527,16189.9501953125,0.0,-8.883159171091393e-05,-0.0003159345942549,0.0,-0.0001192424097098,-0.0003097101580351,-0.0001910901773953,109622.6796875,-0.0001777521101757,64.26000213623047,1561.4599609375,-0.05397232712947164,0
8658.2099609375,0.0004354105039965,305631.96875,0.0003992376732639,-0.0003942483162973,0.0002987377520184,64.19000244140625,248.759994506836,0.000361282902304,0.0003979903121944,-0.0005006285500712,0.0004174131900072,-0.0003710834425874,0.0002983813756145,106190.0,64.19000244140625,103.41999816894533,-0.0004330940137151,30292.560546875,0.0,-7.849327812436968e-05,-0.0005038359668105,0.0,-0.0001004108125925,-0.0005013413028791,-0.0003940701135434,900.0700073242188,-0.0001089639918063,3486214.75,2736.469970703125,-0.011912341767066625,0
3806.239990234375,0.0001992380421143,2801.2900390625,0.0001207205859827,-0.0001719353749649,7.43239070288837e-05,64.12000274658203,87358.4296875,7.557305070804432e-05,0.0001205421358463,-0.00018888800696,0.0001990595919778,-0.0001116197017836,7.361011375905946e-05,1776.4200439453125,64.12000274658203,19617.380859375,-0.0001721138251014,61.630001068115234,0.0,-1.1599169056353276e-06,-0.0002816813648678,0.0,-1.3383656778387376e-06,-0.000225113108172,-0.0001182223059004,0.0,-4.2381579987704754e-05,64.12000274658203,2928.199951171875,-0.06432086504983164,0
1839.1700439453125,0.0004244031151756,1674.9100341796875,0.0003635311149992,-0.0003076721040997,0.0002371322188992,714.5499877929688,19541.810546875,0.0002530663623474,0.0003585181257221,-0.0003796443052124,0.0003706925199367,-0.0002537824911996,0.000216722197365,119.30999755859376,452.8999938964844,27183.490234375,-0.0003792862407863,1236.6199951171875,0.0,-0.0001218335019075,-0.0006662797532044,0.0,-0.000124160957057,-0.0004394420830067,-0.0003060607996303,225.72000122070312,-0.0002321192296221,246.509994506836,34499.4609375,-0.05715342549603997,0
14047.76953125,0.0004362746258266,2802.840087890625,0.0004089907451998,-0.0003344504511915,0.0002945054147858,19632.75,2802.919921875,0.0002946837630588,0.0003779620165005,-0.0003595944144763,0.0004107739950995,-0.0001807334192562,0.0002636550343595,4272.56005859375,71.08999633789062,346.07000732421875,-0.0003346287703607,5079.9599609375,0.0,-0.0001782368635758,-0.0003617343318182,0.0,-0.000178415182745,-0.0003597727627493,-0.0001810900721466,23330.9296875,-0.000180555100087,11.220000267028809,204.42999267578125,-0.006635304194745395,0
64.11000061035156,0.0003608330152928,5173.02001953125,0.0003511965333018,-0.0004944946849718,0.0002598283172119,2802.580078125,108994.0390625,0.0002964113082271,0.0003510180686134,-0.000497528410051,0.0003513749979902,-0.000493424013257,0.0002319895720575,56041.71875,52093.609375,136828.765625,-0.0004948516143485,15457.83984375,0.0,-0.0002278851461596,-0.0005710512632504,0.0,-0.0002430536987958,-0.0005339329363778,-0.0004943162784911,0.0,-0.0003033709945157,56045.8515625,5605.72021484375,-0.00035323047424667964,0
